Sentence,label,label_id
የስራ ወቅት,Literal ,1
የትውልድ ቦታ,Literal ,1
መለዮ ኮፍያ,Literal ,1
ማተበ ቢስ,Idiom,0
በዛብህ ስንብቱን,Literal ,1
እብድና ሰካራም የልቡን ይናገራል,Proverb,2
ሁለት ልብ አትሁን,Idiom,0
እንደድሮሽ ብታማክሪኝ,Literal ,1
መምህራን,Literal ,1
መጥኔው ይስጥሽ,Idiom,0
ማን ያውራ የነበረ ማን ያርዳ የቀበረ,Proverb,2
ዝምተኛ ሰዉ,Literal ,1
እርቀ ስላም አውርደዋል,Literal ,1
ሰፖርታዊ ጨዋነት,Literal ,1
የምድር አዋቂ,Idiom,0
ፍአሲል ሲፈርስ ጎንደር ይታረስ,Proverb,2
ሰማይ ዳሴ,Idiom,0
ወዝ አደር,Idiom,0
አይኑን ከደነ,Idiom,0
እንጀራ ዘጊ,Idiom,0
የአህያ ባል ከጅብ አያስጥል,Proverb,2
አይኔን አታስቀው ጥርሴስ ልማዱ ነው,Proverb,2
ሐሰተኛ የሐሰትም አባት ነው,Literal ,1
ልብ አክስል,Idiom,0
ዘመድ ቢረዳዳ ችግርም ባልጎዳ,Proverb,2
ልብስ የምታጥብልኝ,Literal ,1
የወንድም ልጅ ባይወልዱትም ልጅ,Proverb,2
ሽንታም,Idiom,0
እኔም እበረታለሁ,Literal ,1
ቅፍፍ ያለ,Idiom,0
ወይ አበዳሪ ወይ ተበዳሪ ይሞታል,Proverb,2
የአማራ መነሻ,Literal ,1
አሳማ ሆድ,Idiom,0
ትልከዉ አሽከር የላትም,Literal ,1
ቀንደኛ,Idiom,0
ንገረው ንገረው እምቢ ካለ መከራ ይምከረው,Proverb,2
ቀይ ስር,Literal ,1
ልበ ቢስ,Idiom,0
አፍላ ጊዜ,Idiom,0
ለመሻገር አሻግሮ  ማየት,Literal ,1
ለዛ ሙጥጤ,Idiom,0
በህልሙ እሚያቅፍ,Literal ,1
አፍኖ ይይዘናል,Literal ,1
አውድማን ረገጠ,Idiom,0
ሁለት ምላስ,Idiom,0
ከአመታት በፊት,Literal ,1
መቼ ጠፋኝ,Idiom,0
ዛሬም በአማራ,Literal ,1
ቆማ ቀር,Idiom,0
ውሃ በማጠጣት,Literal ,1
በትምህርት ወቀረ,Idiom,0
ራሳቸውን ያገኙታል,Literal ,1
አብስሎ መብላት በእሳት,Proverb,2
የሰው እንኩቶ,Idiom,0
ጆሮ እዳውን አይሰማም,Proverb,2
ሚዛናዊ አመለካከት,Literal ,1
ሰልፍ አበላሽ,Idiom,0
ያገልግሎት ጊዜ,Literal ,1
በጋራ የሁለቱ ሀገራት ተወካዮች,Literal ,1
ድሀ ሲንቀባረር ያለቀሰ ይመስላል,Proverb,2
ግለሰብ ላይ የደቦ ፍርድ,Literal ,1
ገበታ ሰራ,Idiom,0
ሰው ውድ ፍጠር ነው,Literal ,1
ነወር አለ,Idiom,0
ጥቁር ካልሲ,Literal ,1
ወልጄ አላክሁ መንኩሼ አልጸደቅሁ,Proverb,2
እግረ ርጥብ,Idiom,0
የሴት ልቧ እንጂ ሆዷ አይመርጥም,Proverb,2
ስር ያዘ,Idiom,0
ሰርግና ምላሽ,Idiom,0
እሱ ባለዉ አይገኝም,Literal ,1
መኖሪያ ቤት,Literal ,1
ቀንና ሰዓት,Literal ,1
የመውጫ ፈተና,Literal ,1
ይህች ልጅ,Literal ,1
ሙሉ ሀብት,Literal ,1
ፍቅር ይሉኝታዋን,Literal ,1
በሞኝ ክንድ የዘንዶ ጉድጓድ ይለኩበታል,Proverb,2
ጥራዝ ነጠቅ,Idiom,0
አትበሳጭ,Literal ,1
አኬሩን መገልበጥ,Literal ,1
ልቡን ቆረቆረው,Idiom,0
ልብ ነሳ,Idiom,0
ውሀ ሲደርቅ ይሸታል ሰው ሲከዳ ይወሸክታል,Proverb,2
የተወለደበትን ቀን አስቆጠረው,Idiom,0
ቀልበ ደረቅ,Idiom,0
ዝምታ ለበግም አልበጃት,Proverb,2
በጦር ሸከሸከው,Idiom,0
ልናስብ እንችላለን,Literal ,1
ሺ ዝንብ መሶብ አይከፍትም,Proverb,2
አፍሮ እስያ,Literal ,1
የፎቶ ምንጭ,Literal ,1
ሽሮ ወጥ,Literal ,1
ሆዳም ፍቅር አያውቅም,Proverb,2
ሀገራቸው መመለሳቸው,Literal ,1
ሁለት ልብ,Idiom,0
ተደፈርን በሚል ስሜት,Literal ,1
ዘፈን አልሰራችም,Literal ,1
ሌሊት አይደለም,Literal ,1
ፈገግታዋ ገደለኝ,Idiom,0
ላይኞች,Idiom,0
ኧረ ሳቄ ናልኝ ጥርሴስ አመሉ ነው,Proverb,2
ሴት አስረካሽ,Idiom,0
ጽዋ በተርታ ስጋ በገበታ,Proverb,2
መልካም ባል መጥፎ ሴት ይገራል,Proverb,2
የልጅ መልከ ጥፉ በስም ይደግፋ,Proverb,2
ማሰብ ነው,Literal ,1
ሀሳብ ተሰነቀረብኝ,Idiom,0
ህይወታቸው ምን ይነግረናል,Literal ,1
ህግ አዉጭ,Literal ,1
ሸኚና ጥላ ቤት ኣይገባም,Proverb,2
ውሀ ጭስና ክፋ ሴት ሰውን ያባርራሉ ከቤት,Proverb,2
አይን አውጣ,Idiom,0
ሳይንስ,Literal ,1
ሆድን በጎመን ቢደልሉት ጉልበት በዳገት ይለግማል,Proverb,2
ትምሀርት የማያልቅ ምርት,Proverb,2
ከጥንት ጀምሮ,Literal ,1
አህያ ለሰርዶ ባላገር ለመርዶ,Proverb,2
ያላቸው ታማኝነት,Literal ,1
መግቢያ ፈተና,Literal ,1
ውጣ ያለው ገንዘብ ግርግዳ ሲጭር ያድራል,Proverb,2
ያህያ ባል ቀለበት አያስርም,Proverb,2
ምንጭር ቆራጭ,Idiom,0
መቀነቷ ተፍቷል,Idiom,0
የትብብር ደብዳቤ ማያያዝ,Literal ,1
ከአህያ የዋለች ጊደር ፈስ ተምራ መጣች,Proverb,2
የማልጨርሰው,Literal ,1
በሞተ ከዳ,Idiom,0
አይን አፋር,Idiom,0
ማላ አፈረሰ,Idiom,0
የሚያድግ ልጅ አትበድል የሚሞት ሽማግሌ አታቅል,Proverb,2
ወንድ አይደለሁም,Idiom,0
አስተዋይ ሁን,Literal ,1
ወጥሮ ያዘው,Idiom,0
ወሰድ ያደርገዋል,Idiom,0
እግር መመለሻ,Idiom,0
ባርያና ቃርያ ጌታውን እንዳቃጠለ ይኖራል,Proverb,2
አቅለ ቢስ,Idiom,0
ጭቅጭቁ እንባ ቀረሽ ነበር,Idiom,0
እሾህን በእሾህ,Proverb,2
ልበ ልል,Idiom,0
ጎመን ዘር,Literal ,1
ነገር ነገርን ያመጣል ድግር አፈር(ን) ያወጣል,Proverb,2
ሲያስተላልፉ ይታያሉ,Literal ,1
ምክንያት ግልጽ ነው,Literal ,1
አባይ ማደሪያ የለው ግንድ ይዞ ይዞራል,Proverb,2
ላያዘልቅ ጸሎት ለቅስፈት,Proverb,2
ዘመድና እሳት በሩቅ,Proverb,2
የተቆፈረ አፈር ሲሆን,Literal ,1
የሌሊት  ወፍ,Literal ,1
አደራ አለብኝ,Literal ,1
መሬት አስላሰ,Idiom,0
አፈር ሆነ,Idiom,0
የቤት እቃ,Literal ,1
ቶሎ በሉ,Literal ,1
ኖረሽ አልጠቀምሽን ሞተሽ አለቀቅሽን,Proverb,2
ክፉ ምግባር,Literal ,1
ለካህን ጥምቀት ለገበሬ ግንቦት,Proverb,2
ከቁንጫ መላላጫ ያወጣል,Proverb,2
ጎጃም አዘነ ለብሷል,Literal ,1
ወፌ ቆመች,Idiom,0
ቅቤ ጠባሽ,Idiom,0
ለአይነ ስውር መስተዋት,Proverb,2
ውጭ አገር መሄድ እፈልጋለሁ,Literal ,1
ብው በሎ ታይቷል,Literal ,1
ዘመድና ዋንጫ እያለቀሰ ይመጣ,Proverb,2
የቀበሮ ባህታዊ,Proverb,2
ልዩ ፈተና ያመጣብናል,Literal ,1
ሀያል ሰው,Literal ,1
ዘመዱን ያማ እራሱ ገማ,Proverb,2
ደረጃ ላይ ይገኛል,Literal ,1
ተምሳሌተ ብዙ,Idiom,0
ተራራ መውጣት,Literal ,1
ጥሩ ፊት ነፈገ,Idiom,0
አርፈህ ተቀመጥ,Idiom,0
መብራት ጠፋ,Literal ,1
የጊዜ ገደብ,Literal ,1
ወንጌል መስበክ ጀመርሁ,Literal ,1
ዝናብ ለዘር ጠል ለመኸር,Proverb,2
ሚሊተሪ የደረሰባቸው,Literal ,1
ፋሲል ከነማ ውስጤ ነው,Literal ,1
ይፋዊ ውይይት,Literal ,1
ለጋ ደመና,Idiom,0
ዳግማዊ ቴዎድሮስ,Literal ,1
ተቆርጦ የምትወደዉን,Literal ,1
የማይሆን ነገር,Idiom,0
እህልን አላምጦ ነገርን ኣዳምጦ,Proverb,2
አውራ ምስክር,Idiom,0
ዉሀ ሊያንስ ሲል ይገማል ሰው ሊያንስ ሲል ይኮራል,Proverb,2
ተውኔት,Literal ,1
ገብተው አላወኩም,Literal ,1
አመዳም,Idiom,0
ዘመድ ሲፈራ ላሊበላ ሲኮራ,Proverb,2
ሸብሸብ አደረገ,Idiom,0
የተናቀ ያስረግዛል,Proverb,2
የዓለማችን ሀገራት,Literal ,1
በውቃቢህ,Idiom,0
ወገብ የለሽ,Idiom,0
የማይቻል ጠላት ስለ ወዳጅ ይቆጠራል,Proverb,2
ሰማኛ ከነዳ,Idiom,0
ይሁን,Idiom,0
ዳኝነቱን አነሳ,Idiom,0
አይን አር,Idiom,0
የነጋበት ጅብ,Idiom,0
ያባትህ ቤት ሲዘረፍ አብረህ ዝረፍ,Proverb,2
ልበ ቀላል,Idiom,0
ከመቶ ሀምሳ ዳዊት የልብ ቅንነት,Proverb,2
መሰንቆ መታ,Idiom,0
የሚሰርቀውን ያጣ ተሳድቦ ይሄዳል,Proverb,2
ሁላችንም,Literal ,1
አንገት የሌለው,Idiom,0
ፊቱን አዙሮ ሄደ,Idiom,0
ቁመተ ዶሮ,Idiom,0
ነገር ጫሪ,Idiom,0
ደዌ ነፍስ,Idiom,0
መዘጋጃ ቤት,Literal ,1
አህያ ለአህያ ቢራገጥ ጥርስ አይሳበር,Proverb,2
አስፈላጊ የሆነ,Literal ,1
ያልታረመ አፍ ከዋንጫ ይሰፋል,Proverb,2
ወልደውት ያላሳረፈ ነግሮ ያላተረፈ,Proverb,2
ፈረስ ቢጠፋው ኮርቻውን ገልቦ አየ,Proverb,2
ለገበሬ ሰዉ,Literal ,1
ኢትዮጵያውያን በሰጡን ቃል,Literal ,1
ላም በረቱን የሰው ልጅ አባቱን አይረሳም,Proverb,2
ሰውነቴን ነዘረኝ,Idiom,0
ነገሬን በጭቃ ውስጥ ጎተተው,Idiom,0
የሰው ፈላጊ የራሱን ያጣል,Proverb,2
በደረሰው አሳዛኝ,Literal ,1
አይን አይቶ ልብ ይፈርዳል,Proverb,2
መማር ማስተማር,Literal ,1
ቀሪቦ,Idiom,0
ከአንገት በላይ ሳቅ ያስታውቃል,Idiom,0
አሳሩን ጠፈጠፈ,Idiom,0
ሰርአት አልበኝነት,Literal ,1
እውቀት,Literal ,1
አላዋቂ ሳሚ,Idiom,0
እናቲቱ  ማሪያም,Literal ,1
የግል ንጽህና,Literal ,1
ከአንዲሮቹ ሁሉ,Literal ,1
አፍህ ይጡም,Idiom,0
የነገር ቋት,Idiom,0
አትጠራጠሪ,Literal ,1
አባጣ ጎባጣ,Idiom,0
የሚያሰራጩ,Literal ,1
ንግድ ስራዉ,Literal ,1
ቁም ነገር,Literal ,1
የኔ ሽታ,Idiom,0
ምርር አለ,Idiom,0
ጾም ገዳፊና ሰው ጠባቂ ለጥቂት ይሳሳታል,Proverb,2
ድሀ ተበድሎ ማሩኝ ይላል ቶሎ,Proverb,2
ተስፋ መቁረጥ,Literal ,1
እንግዳ ቁርበት,Idiom,0
ከመጀመር ውጪ,Literal ,1
መታዘብ ትችላላችሁ,Literal ,1
ልታለቅስ ይገባታል,Literal ,1
መድረሳቸውን ገልጸዋል,Literal ,1
የጸሎት መጽሐፍ,Literal ,1
አፉ ተሸበበ,Idiom,0
የሰው ክፋት,Literal ,1
ቤተሰብ,Literal ,1
ለመሸፈን ተጣጣረ,Literal ,1
ገና ዘንቦ ገና ተባርቶ,Idiom,0
እንቅልፍ ይስባ,Idiom,0
ቁርባን,Idiom,0
መምህሩ አስተማረ,Literal ,1
ትንሽ ምላጭ አገር ትላጭ,Proverb,2
በሽታው ቀለለው,Idiom,0
ዕድላቸው የጠበበ ነው,Literal ,1
ባለኩል,Idiom,0
እያሰሙ ይገኛሉ,Literal ,1
ንፋስ መውጫ,Literal ,1
ድጋፍ ማግኘቱ,Literal ,1
ክረምትና ወላድ ሲጠሉት ያከብራል,Proverb,2
ስልጣን የሌለው አንድም ሰው,Literal ,1
ክተት ሰራዊት,Idiom,0
የሚያስተላልፉ,Literal ,1
እወዳለሁ,Literal ,1
አይ ቤት ነው,Literal ,1
አምጥቶኛል,Literal ,1
ሀብተ ስጋና ሀብተ ነፍስ ይስጥህ,Idiom,0
ሆዴ በልጦኝ አያውቅም,Idiom,0
ችኩል ቅቤ ያንቀዋል,Proverb,2
የነካካው እንጀራ,Idiom,0
ቅዱስ ሀሳብ,Literal ,1
ብርቅና ድንቅ አላንድ ቀን አይደምቅ,Proverb,2
ሲፈጥራት ነው የዋለው,Idiom,0
ቂም በቀል,Idiom,0
ነብር አየኝ በል,Proverb,2
መከራ ቀመሰ,Idiom,0
ራሱን ሳመ,Idiom,0
ዘመድና ሳንቲም ከመንገድ ወድቀው ሳንቲሙን እነሱ ዘመድን ጥለው,Proverb,2
ውሸት በኢትዮጵያ ቦታ አይኖራትም,Literal ,1
ሀብተ ስንኩል,Idiom,0
የሆድ ምቀኛው አፍ ነው,Proverb,2
ነበፍስ ደረሰ,Idiom,0
ፈቃደኛ,Literal ,1
ከመጤፍ አይቁጥርም,Idiom,0
የሰይጣን ፈረስ,Idiom,0
እንዳይነሳ የለ,Idiom,0
አፉን አቆመ,Idiom,0
ክፍለ ከተማ መስራት ይችላል,Literal ,1
ልጅ እግር,Idiom,0
ጁህ ቀደደ,Idiom,0
ካንገት በላይ,Idiom,0
የዘመድ ጥል የስጋ ትል,Proverb,2
ልቡ ቆመ,Idiom,0
ሁሉም ሰው ነቅቷል,Literal ,1
ለአለቃ ይሾራል,Idiom,0
አጋም አዙርበት,Idiom,0
ሰማይ ጠቀስ,Idiom,0
ዛሬስ ምን ይባል,Literal ,1
ልቡ አብጧል,Idiom,0
ግር ግር አልወድም,Literal ,1
ለሰው ብሎ ሲያማ ለኔ ብለህ ስማ,Proverb,2
ስሰጥ,Literal ,1
ምን አግዶኝ,Idiom,0
በሀይል ተመነጠቀ,Idiom,0
ጠፍ ያለች ሴት ናት,Idiom,0
የለበሱት ያልቃል የሰጡት ያጸድቃል,Proverb,2
ወስፋቱ ተከፈተ,Idiom,0
እመቤት አልነበረችም,Literal ,1
አሉታዊ ትርጉም,Literal ,1
እጁ ንጹህ አይደለም,Idiom,0
ያለሽኝ አንቺ,Literal ,1
በህክምና ስህተት,Literal ,1
ሰነፍ ቆሎ,Idiom,0
በሰፈሩት ቁና,Idiom,0
ለጥቂት ጊዚያት,Literal ,1
የቤቴ መቃጠል ለትኋኔ በጀኝ,Proverb,2
አትልከፈኝ,Idiom,0
ቆሌያም,Idiom,0
ሆዴ አታጣላኝ ከዘመዴ,Proverb,2
ልፋ ያለው በህልሙ ሲሸከም ያድራል,Proverb,2
በመስታወት ቤት የሚኖር,Literal ,1
ቤተ ክርስቲያን,Literal ,1
ታጥቦ ጭቃ,Idiom,0
እግዚአብሔር ይሰጣል,Literal ,1
ሰውነቱ እሳት ሆኖአል,Idiom,0
ፍቅር,Literal ,1
ሆድ ለሆድ,Idiom,0
የአፍሪካውያን የኩራት ቀን አደረሳችሁ,Literal ,1
ጨው ለራስህ ብለህ ጣፍጥ,Proverb,2
ቅስናውን አፈረሰ,Idiom,0
ምላስ አወጣ,Idiom,0
ዋጋ ቢስ,Idiom,0
ጠላው ተቆጣ,Idiom,0
ትለብሰው የላት የምትከናነበው አማራት,Proverb,2
የአፍ ወለምታ,Idiom,0
አይን ህመም ልግም ይወዳል,Proverb,2
ቆዳ መሬት,Idiom,0
ህግ ተላለፈ,Idiom,0
የመረጥናቸው ነገሮች ናቸው,Literal ,1
መማለጃ በላ,Idiom,0
የበላይ እና የበታች,Idiom,0
ባጭር አስቀረ,Idiom,0
ደስተኛ ነች,Literal ,1
ሹመት በተርታ ስጋ በገበታ,Proverb,2
ሆደ ሰፊ,Idiom,0
ቀን እስኪያልፍልሽ ያባትሽ ሎሌ ያግባሽ,Proverb,2
ሆደ ባሻነቱ አሁንም አለቀቀውም,Idiom,0
ቁም ስቅል አሳየ,Idiom,0
በጫጩት ፊት ስለ ፈንግል አይወራም,Proverb,2
ቂጡ ወልቋል,Idiom,0
ነጭ ለባሽ,Idiom,0
ጠዋት መነሳት,Literal ,1
ስሕተት,Literal ,1
ልበ ጎረምሳ,Idiom,0
ደመና ለዝናብ ድግስ ለሆዳም,Proverb,2
አባ ይረባ,Idiom,0
የወንድ ልጅ ሞት ያደረገውን የዘነጋለት,Proverb,2
መኸሩ ሳተ,Idiom,0
ልቡን ሰጠው,Idiom,0
ገጸ በረከት,Idiom,0
አይነ ገብ,Idiom,0
አይኑ ሞቷል,Idiom,0
የሰው አገር,Idiom,0
ሰዉ ወደደ,Literal ,1
ትምህርት ተማረ,Literal ,1
ያልተለመደ ግጭት,Literal ,1
ውሀ ሲጎድል ተሻገር ዳኛ ሲገኝ ተናገር,Proverb,2
አንጀት ለአንጀት,Idiom,0
የትውልድ ቅብብሎሽ,Literal ,1
ዳኛዉ ነገሩን ተቀበለ,Literal ,1
ንፍቀ ክበብ,Literal ,1
ወሽመጡ ተበጠሰ,Idiom,0
አንተ አትስቅበትም,Literal ,1
ዘጠኝ ሞት መጣ ቢሉት አንዱን ግባ በለው አለው,Proverb,2
ሰው የዘራውን ያጭዳል,Proverb,2
እኔ ከሞትኩ ሰርዶ አይብቀል,Proverb,2
ማጠፊያው አጠረው,Idiom,0
ለፍየል ህመም በሬ ማረድ,Proverb,2
ለልጅ ሲሉ ይበሉ ለወዳጅ ሲሉ ይጠሉ,Proverb,2
ጥቂት ገንዘብ,Literal ,1
ሲያዩት የሚያስደነግጥ ሰው ነው,Idiom,0
ልጅህ እንደእናቷ ሆነች,Idiom,0
ስሙን መነዘረው,Idiom,0
ደካማ ጎን,Literal ,1
ስማቸዉን ሲረሱባቸዉ,Literal ,1
ቆሽቱ አረረ,Idiom,0
ጠላ ቤት,Literal ,1
ትለምደዋለህ,Literal ,1
ማሸነፍ አለብኝ,Literal ,1
አልሰሜን ግባ በለው,Proverb,2
ብይ መጫወቻ,Literal ,1
ኮርስ መስጠት አለበት,Literal ,1
ገበያው ህገ ወጥ ሰው ይበዛበታል,Literal ,1
የሰጠ ነው,Idiom,0
አመሠግናለሁ,Literal ,1
አፋሽ አጎንባሽ,Idiom,0
ውሻ በቀደደው ድመት ተከተለች,Proverb,2
ሳት አደረገ,Idiom,0
የተጀመረ ሲሆን,Literal ,1
የወሬ ቋት,Idiom,0
ሰላም ውድ መምህራን,Literal ,1
ቀልደኛ አልቅሶ ካልተናገረ የሚያምነው የለም,Proverb,2
ሲሆን,Idiom,0
የሰማይ ቁጣ,Idiom,0
ነገር ሻጠብኝ,Idiom,0
እህልን በጥቅምት ልጅን በጡት,Proverb,2
አስተምህሮ ተቀባይነት የሌላቸው,Literal ,1
በጠረጴዛ ዙሪያ ፍቱ,Literal ,1
ምግብ የምትሰራልኝ,Literal ,1
በባለፀጋ ልጅ,Literal ,1
አንዳንድ ሙስሊም ነን,Literal ,1
ካያያዝ ይቀደዳል ካነጋገር ይፈረዳል,Proverb,2
ትሻልን ትቼ ትብስን አገባሁ,Proverb,2
አለም አታላይ አንደ በቅሎ ኮብላይ,Proverb,2
አጋራችኋለሁ,Literal ,1
ባህላዊ ዘፈን,Literal ,1
ነገ ጠዋት ይገባሉ,Literal ,1
በመጦሪያ እድሜያቸው,Literal ,1
አዋቂ ሲበዛ በሽተኛ ይሞታል,Proverb,2
ዘርፈ ብዙ,Literal ,1
ወሸባ ገባ,Idiom,0
መሬት ቁና ሆነ,Idiom,0
ደጀኑን ሰበረ,Idiom,0
እቃዬን,Idiom,0
የጉም ሽንት,Idiom,0
አየር ሀይል,Literal ,1
ውሀ ሲወስድ እያሳሳቀ ነው,Proverb,2
ዘረፋና ቀን ካልተሻሙበት ያልቃል,Proverb,2
የወለደች የከበደች,Idiom,0
የወንዶች ባል አይተህ ማር,Proverb,2
ምን አልባት ጊዜያችን,Literal ,1
አንጀተ ጥኑ,Idiom,0
ግብረ መርፌ,Idiom,0
የፍቅር ግንኙነት,Literal ,1
ሀ ባሉ ደሞዝ በሉ,Proverb,2
ትኩስ ፍቅር,Literal ,1
ልበ ድፍን,Idiom,0
ሚዲያ ዋና ክፍል ነው,Literal ,1
በእኔና በእርሱ መካከል ነቅ ገብቷል,Idiom,0
ነብር የሞተለት ፍየል ልጅዋን ትድራለች,Proverb,2
መግቢያ መውጪያ,Literal ,1
ሸለተ,Idiom,0
ጆሮ ዳባ ልበሰ,Idiom,0
ውል አያወላውል ምላት አያሻግር,Proverb,2
የልቤን እውነት አፍኜ የምከተልህ,Literal ,1
አለንጉስ ሰላም አለ ደመና ዝናብ የለም,Proverb,2
የምላስ ጦረኞች,Idiom,0
የሚያግዛቸው,Literal ,1
እኔን እስካልነካኝ,Literal ,1
ምክር ቢጤ,Literal ,1
የምጥ መድሀኒቱ አንድ እግር ማስቀደም ነው,Proverb,2
የዜግነት ክብር,Literal ,1
አመረረ,Idiom,0
ቄስ ለኑዛዜ ፍቅር ለሚዜ,Proverb,2
የጎረቤት ጓዳ,Literal ,1
ኃይለኛ እሆናለሁ,Literal ,1
ያልሰማ ጆሮ,Literal ,1
ክብረ ንጽህና,Idiom,0
በፍጹም የለበትም,Literal ,1
መንገዱ አያስሄድም,Idiom,0
ለገበያ እንዲቀርቡ ፈቃድ ልትሰጥ ነው,Literal ,1
ሰውን ማመን ቀብሮ አለች ቀበሮ,Proverb,2
ይሉኝታ ቢስ,Idiom,0
ሴት ሲበዛ ጎመን ጠነዛ,Proverb,2
በግልባጭ አስታውቀዋል,Literal ,1
ተረከዘ ሎሚ,Idiom,0
መልካም ወጤት,Literal ,1
በልክ በልተህ በልክ ጠጣ,Idiom,0
ተላላፊ,Idiom,0
ከካም,Idiom,0
ድፍረት የተሞላበት,Literal ,1
ማንነት ተረጋገጦ,Literal ,1
ለጌታም ጌታ አለው,Proverb,2
ሿ አለ,Idiom,0
ልበ ተራራ,Idiom,0
እግር ተፈረስ,Idiom,0
የእንጨት ምንቸት,Idiom,0
መግቢያ ፈተና,Literal ,1
የሽማግሌ ፍቅር እና የክረምት አበባ አንድ ነው,Proverb,2
ሲዘበራረቅብኝ ይታወቅኛል,Literal ,1
እጅ እጅ አለ,Idiom,0
ዱር ቤቴ,Idiom,0
ቅማል እንኳን ባቅሟ ጥብጣብ ታስፈታለች,Proverb,2
ጥቃት ማለፉ,Literal ,1
እንኳን ዘንቦብሽ ድሮም ጤዛ ነሽ,Proverb,2
እንዲያ ነው እንጂ,Idiom,0
እጅ ይዘው ያስገቡት እጅ ይዞ ያስወጣል,Proverb,2
ምጣዱ ሰማ,Idiom,0
እስክስታ መታ,Idiom,0
የከርሞ ጥጃ,Idiom,0
የተፈጠረው የሃሳብ አለመጣጣም,Literal ,1
ዝምቡን እሽ የማይል,Idiom,0
አቅመ ቢስ,Idiom,0
አልሙናይ ዳይሬክቶሬት,Literal ,1
ያልዘሩት አይበቅልም,Proverb,2
ድርስ ናት,Idiom,0
ቅፅበታዊ ውጤትን አይጠብቁም,Literal ,1
አታናጥርብኝ,Idiom,0
ጎዶሎ ቀን,Idiom,0
እነገር ውስጥ ማገደው,Idiom,0
ቀጠፈ,Idiom,0
እናትየዋን ሲከጅሉ ልጅቷን ይስማሉ,Proverb,2
ጦም አዳሪ,Idiom,0
ርእሀብ ሞረደው,Idiom,0
ደቂቃ በፊት,Literal ,1
ሰውነተ ቢስ,Idiom,0
ጆሮ ስጠኝ,Idiom,0
ቋቱ ጠብ አለ,Idiom,0
የቅርብ ሩቅ,Idiom,0
አባት የያዘውን ልጅ ይወርሳል እጅ የያዘውን አፍ ይጎርሳል,Proverb,2
ልቡ ቆመ,Idiom,0
ነገሩ ተገለበጠ,Literal ,1
አደጋ ስላየ,Literal ,1
የማይቀርልህን አንግዳ አጥበቀህ ሳመው,Proverb,2
መሆኑ እሙን ነው,Literal ,1
ዝምታ ለበግም አልበጃት,Proverb,2
የቀበሮ ባህታዊ የለም,Proverb,2
አፍለኛ እንጀራ,Idiom,0
ከጎናችሁ ነን,Idiom,0
ለማሳየት ትፈልጋላችሁ,Literal ,1
ከልጅነታችን ጀምሮ,Literal ,1
ልቡ ተደባለቀ,Idiom,0
ለመከራ ሰጠ,Idiom,0
ፖሊቲካዊ እንቅስቃሴዎች ተቋርጠዋል,Literal ,1
ብታናግሩኝ ደስ ይለኛል,Literal ,1
ከውሾች ተጠበቁ,Literal ,1
ፊተ ሰልካካ,Idiom,0
ሴትዬዋን ደፋት,Idiom,0
ግማሹን ተላጭታ ግማሹን ተቀብታ,Proverb,2
ያላገባ ወንድ ነው,Literal ,1
አንገቱን ነቀነቀ,Idiom,0
የቀለም ቀንድ,Idiom,0
ተብሎ ይጠበቃል,Literal ,1
የላቀ ስህተት,Literal ,1
የእናት በደል አይታወቅም,Proverb,2
መካሄዱን ለማወቅ ተችሏል,Literal ,1
ሁለተኛ ስራ,Idiom,0
ተወላጆች ማህበር,Literal ,1
የትኛውንም ዓይነት,Literal ,1
የበይ ተመልካች,Idiom,0
ለይምሰል ስራ,Idiom,0
መዋእለ ንዋይ,Literal ,1
የትናንት አሻራ,Literal ,1
የስጋ ቁራጭ የአጥንት ፍላጭ,Idiom,0
ብቀጥንም ጠጅ ነኝ,Proverb,2
ክንድህን አሳየው,Idiom,0
ሚንስትሩ በኩል,Literal ,1
ዛሬ ማን አለ,Literal ,1
ማን ዘራሽ,Idiom,0
በጎደለ ሞላ,Idiom,0
የሞኝ ለቅሶ መልሶ መልሶ,Proverb,2
ንግግሮች,Literal ,1
ነበር ቤት አይሰራም,Idiom,0
ወይ አታምር ወይ አታፍር,Proverb,2
እንደወረደ አቅርቡት,Literal ,1
በዝርዝር ይዘቱ,Literal ,1
ማሰብ አትችሉም,Literal ,1
ክርና መርፌ,Idiom,0
በዚህ አይነት,Literal ,1
ቢጠሩት አይሰማም,Idiom,0
የሴት ምራቋ ደንዳና ነው,Idiom,0
ጠመንጃው ተራገጠ,Idiom,0
የአንድ ቀን መዘዝ ያለ ዘጠኝ ወር አይመዘዝ,Proverb,2
ሞት ጠራው,Idiom,0
ዱቄት ባመድ ይስቃል,Proverb,2
አመለጠው,Idiom,0
የማይመስል ነገር ለሚስትህ አትንገር,Proverb,2
ክልብስ አደረገ,Idiom,0
ላዳር ሄደች,Idiom,0
በሀዘን ሰጠመ,Idiom,0
ቂም ይዞ ጸሎት ሳል ይዞ ስርቆት,Proverb,2
መላውን ክርስቲያን,Literal ,1
ሴት ልጅ,Literal ,1
ለቅሶ ደረሰ,Literal ,1
የንጹሐን ሕይወት,Literal ,1
ብረት ድስት እገዛለሁ,Literal ,1
አብሮ ማደግ ያናንቃል,Proverb,2
የእረኛ ቃል,Idiom,0
ወግ ለጠጠኝ,Idiom,0
የአእምሮ ጤና,Literal ,1
ባልና ሚስቱ ድር እና ማግ ሆነዋል,Idiom,0
ዘመድና ሚዛን ከወገብ ይይዛል,Proverb,2
